analysis_group,dataset_name,scenario_type,sweep_parameter,sweep_value,epsilon,method,iteration,grad_norm,objective_gap_to_reference,relative_error_to_reference
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,240,0.0023535710763553496,2.3724451434614657e-05,0.015138581628878073
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,260,0.002043333481418104,1.841094596344295e-05,0.013313836001233417
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,280,0.001836940755638252,1.622333066156334e-05,0.013094482937862898
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,300,0.0015646784586254654,1.2174677682552648e-05,0.011570244104375689
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,320,0.0013505072888062002,8.643138653147142e-06,0.00946740316629293
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,340,0.0011982846720968341,6.807004218317703e-06,0.008282569191145119
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,360,0.0010718916715937313,5.830948043267226e-06,0.007947821570939869
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,380,0.0009814557871673157,5.00240795381357e-06,0.00747234995712027
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,400,0.0008572142754966487,3.763555221136805e-06,0.006411479929108397
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,420,0.0007590388692624808,2.9243657130306744e-06,0.005568112645975103
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,440,0.0007109154454318872,2.624992717664698e-06,0.005342706622632066
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,460,0.0006416266928687854,2.2606248343826074e-06,0.005094771273158695
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,480,0.0005887593479204237,1.863804018065185e-06,0.004584067551922855
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,500,0.0005227578091919806,1.4595160781616379e-06,0.004007566519110773
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,520,0.0004854208467694542,1.2764115975005819e-06,0.0037678974410177896
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,540,0.00045581277152425095,1.1629353291742195e-06,0.003665807951207427
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,560,0.00041423137203587963,9.792302474720405e-07,0.0033821859679367423
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,580,0.0003823956716492483,8.018169531665009e-07,0.003006137725053045
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,600,0.0003442133520492095,6.743711291612442e-07,0.0027787361306750307
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1_hidden_250,hidden_width,250,1e-06,Nesterov variable beta,620,0.00033650394070148767,6.440023916365334e-07,0.0027335857023873394
