analysis_group,dataset_name,scenario_type,sweep_parameter,sweep_value,epsilon,method,iteration,grad_norm,objective_gap_to_reference,relative_error_to_reference
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,260,0.01877944215812625,0.004190603809791027,0.15014208937715562
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,280,0.01603854237634185,0.003098279840718407,0.13288187247926556
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,300,0.013035728412063295,0.0022414288780002734,0.11756407958487457
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,320,0.011683608550845631,0.0017714754360483587,0.10517727109739032
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,340,0.009662102700236064,0.0013657830675851274,0.09449320144352083
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,360,0.008530124798425373,0.0010885940174209935,0.0848314928971381
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,380,0.007202190717207396,0.0008393735568387461,0.07544513130453359
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,400,0.006272390624691521,0.0006441140308552362,0.06630795396551477
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,420,0.005371915114083228,0.00046752067461103275,0.057600572399493656
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,440,0.004351590359639893,0.0003400023807552527,0.05009735075889574
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,460,0.004040346383337594,0.0002752939742430571,0.04404466710379087
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,480,0.0034056375541401153,0.00021336813342646976,0.03875033732732018
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,500,0.002956263527006991,0.00016359543995775327,0.033978106759015816
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,520,0.0025062324893751543,0.0001244424666931171,0.029698155672497013
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,540,0.0022508724517289716,9.650280657855226e-05,0.025897937314791324
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,560,0.0018831564396711502,7.104793883971894e-05,0.022508406641779295
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,580,0.0015909978979564495,5.371497836646755e-05,0.019675018678220076
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,600,0.001481560933977991,4.330263436511106e-05,0.01734770851359242
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,620,0.0012142974991736952,3.2526585378833683e-05,0.015297132577676176
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,640,0.0010333969446557267,2.5577706261617483e-05,0.013538766681120558
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov,660,0.001004774638063886,2.1313107220907734e-05,0.011948230407198343
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,0,0.6268770560167006,0.3786330971770496,0.9999999999999999
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,20,0.15975159626064886,0.21648369078264357,0.9463956934077623
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,40,0.0795976103609394,0.12231579386917332,0.8663640648134259
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,60,0.05022728947757839,0.07656572650831181,0.7809706788864265
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,80,0.03476864111372717,0.04985939264947181,0.6957949105803366
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,100,0.025453889395988152,0.03317414141963887,0.6138549928089839
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,120,0.019318506498803272,0.0223352960098315,0.5367370889131472
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,140,0.015082479125070264,0.015149023592701122,0.46527956774835527
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,160,0.01221919839746041,0.010306752466813479,0.39986361252046626
beta_fixed_vs_variable_focused,synthetic_ill_conditioned,ill_corr_0_9_hidden_100,hidden_width,100,0.001,Nesterov variable beta,180,0.009891329078408223,0.006961991199905482,0.34070173012880073
