analysis_group,dataset_name,scenario_type,sweep_parameter,sweep_value,epsilon,method,method_type,beta_rule,converged,iterations,time_seconds,final_gradient_norm,objective_gap_to_reference,relative_error_to_reference,relative_error_to_ldlt,train_accuracy,test_accuracy,q_dimension,n_train,n_test,n_features,n_classes,hidden_width,total_output_weights,lambda_reg,estimated_L,mu,condition_number
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-05,LDLT,scratch,,True,0,0.2243944579968229,1.0553451025785261e-14,0.0,4.138971384447443e-13,0.0,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-05,Heavy Ball,scratch,constant momentum,True,1008,0.38158583297627047,5.996920897916656e-06,5.725975249504245e-12,9.204964609070724e-06,9.204964617411528e-06,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-05,Nesterov,scratch,constant beta,True,1453,0.9994124170043506,9.964154482626523e-06,2.7104277156020373e-09,0.00025221894295223384,0.0002522189429656063,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-06,LDLT,scratch,,True,0,0.2243944579968229,1.0553451025785261e-14,0.0,4.138971384447443e-13,0.0,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-06,Heavy Ball,scratch,constant momentum,True,1150,6.425302375020692,6.693673084794831e-07,1.917910275039958e-13,1.6957009069360811e-06,1.6957009053809591e-06,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-06,Nesterov,scratch,constant beta,True,1827,1.0558957910106983,9.967916164795234e-07,3.059918984860133e-11,2.708651766790898e-05,2.708651767976042e-05,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-07,LDLT,scratch,,True,0,0.2243944579968229,1.0553451025785261e-14,0.0,4.138971384447443e-13,0.0,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-07,Heavy Ball,scratch,constant momentum,True,1339,1.0429088330129161,8.942482225343492e-08,2.0539125955565396e-15,1.792984037608107e-07,1.7929839665352105e-07,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
synthetic_parameter_epsilon,synthetic_sparse,sparse_zero_0_9,sparsity,0.9,1e-07,Nesterov,scratch,constant beta,True,2205,1.7130494579905644,9.98204509200328e-08,3.206324095117452e-13,2.76342895310329e-06,2.7634289552073073e-06,0.624,0.23142857142857143,501,1000,350,20,20,500,10000,0.005,143.13895924832406,0.005,28627.79184966481
builtin_fixed_synthetic,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,LDLT,scratch,,True,0,0.2731366250081919,2.594047740727976e-15,0.0,5.4094648548743746e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,76.368147829779,0.05,1527.36295659558
builtin_fixed_synthetic,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,Heavy Ball,scratch,constant momentum,True,283,2.3670612910063937,8.045824989689017e-07,5.916794831861694e-14,4.484263585909573e-07,4.484263586767628e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,76.368147829779,0.05,1527.36295659558
builtin_fixed_synthetic,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,Nesterov,scratch,constant beta,True,438,3.214259125001263,9.584526116876833e-07,3.029222706008028e-12,7.686329480340752e-06,7.686329480579788e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,76.368147829779,0.05,1527.36295659558
builtin_fixed_synthetic,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,PyTorch SGD momentum,library optimizer,library constant momentum,True,283,0.9083535419777036,8.045824984953104e-07,5.918182610642475e-14,4.4842635850367e-07,4.4842635858947545e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,76.368147829779,0.05,1527.36295659558
builtin_fixed_synthetic,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,PyTorch SGD Nesterov,library optimizer,library nesterov,True,438,0.6255497079982888,9.584526115897896e-07,3.029222706008028e-12,7.686329480280868e-06,7.686329480519904e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,76.368147829779,0.05,1527.36295659558
builtin_fixed_synthetic,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,NumPy solve,built-in benchmark,,True,0,0.27173429197864607,3.411385216577223e-15,0.0,0.0,5.4094648548743746e-14,1.0,1.0,501,1000,350,20,20,500,10000,0.05,76.368147829779,0.05,1527.36295659558
builtin_fixed_synthetic,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,SciPy LDLT,built-in benchmark,,True,0,0.012668666982790455,2.6529144264539937e-15,0.0,5.24427669268008e-14,2.380631493847632e-14,1.0,1.0,501,1000,350,20,20,500,10000,0.05,76.368147829779,0.05,1527.36295659558
builtin_fixed_synthetic,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,LDLT,scratch,,True,0,0.2899139170185663,8.161178540363115e-15,0.0,2.532877210321485e-12,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.001,133.03058730949863,0.001,133030.58730949863
builtin_fixed_synthetic,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,Heavy Ball,scratch,constant momentum,True,2584,10.404966208006954,8.832016402951813e-07,1.0629865043743081e-13,6.627836676364328e-07,6.627836648381685e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.001,133.03058730949863,0.001,133030.58730949863
builtin_fixed_synthetic,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,Nesterov,scratch,constant beta,True,3658,5.697778833011398,9.962782444584567e-07,1.9809841267370842e-11,3.441219840593307e-05,3.4412198399075037e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.001,133.03058730949863,0.001,133030.58730949863
builtin_fixed_synthetic,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,PyTorch SGD momentum,library optimizer,library constant momentum,True,2584,1.2769667499815114,8.832016373883268e-07,1.0629865043743081e-13,6.627836683517715e-07,6.627836655535068e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.001,133.03058730949863,0.001,133030.58730949863
builtin_fixed_synthetic,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,PyTorch SGD Nesterov,library optimizer,library nesterov,True,3658,1.8290707920095883,9.962782445795852e-07,1.980984213473258e-11,3.441219840635972e-05,3.44121983995017e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.001,133.03058730949863,0.001,133030.58730949863
builtin_fixed_synthetic,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,NumPy solve,built-in benchmark,,True,0,0.39689595901290886,1.1543908567245207e-14,0.0,0.0,2.532877210321459e-12,1.0,1.0,501,1000,350,20,20,500,10000,0.001,133.03058730949863,0.001,133030.58730949863
builtin_fixed_synthetic,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,SciPy LDLT,built-in benchmark,,True,0,0.029630167002324015,7.118802797982641e-15,0.0,2.3892058623627083e-12,1.2215654189677571e-12,1.0,1.0,501,1000,350,20,20,500,10000,0.001,133.03058730949863,0.001,133030.58730949863
builtin_fixed_synthetic,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,LDLT,scratch,,True,0,0.2473041669873055,9.297917380682087e-15,2.7755575615628914e-17,3.1968916505281735e-13,0.0,0.911,0.6142857142857143,501,1000,350,20,20,500,10000,0.005,142.17839173907655,0.005,28435.67834781531
builtin_fixed_synthetic,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,Heavy Ball,scratch,constant momentum,True,1213,9.219065166980727,5.67549142162964e-07,5.564992910933597e-14,5.760106599865986e-07,5.760106579237504e-07,0.911,0.6142857142857143,501,1000,350,20,20,500,10000,0.005,142.17839173907655,0.005,28435.67834781531
builtin_fixed_synthetic,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,Nesterov,scratch,constant beta,True,1838,1.367705707991263,9.939192841193848e-07,1.737696098125241e-11,1.7513561331570005e-05,1.751356132904811e-05,0.911,0.6142857142857143,501,1000,350,20,20,500,10000,0.005,142.17839173907655,0.005,28435.67834781531
builtin_fixed_synthetic,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,PyTorch SGD momentum,library optimizer,library constant momentum,True,1213,0.732366957992781,5.675491404246536e-07,5.570544026056723e-14,5.760106599819722e-07,5.760106579191241e-07,0.911,0.6142857142857143,501,1000,350,20,20,500,10000,0.005,142.17839173907655,0.005,28435.67834781531
builtin_fixed_synthetic,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,PyTorch SGD Nesterov,library optimizer,library nesterov,True,1838,0.9749101249908563,9.939192839722772e-07,1.7376933225676794e-11,1.7513561330842302e-05,1.7513561328320407e-05,0.911,0.6142857142857143,501,1000,350,20,20,500,10000,0.005,142.17839173907655,0.005,28435.67834781531
builtin_fixed_synthetic,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,NumPy solve,built-in benchmark,,True,0,0.0032824160007294267,1.4442966770217792e-14,0.0,0.0,3.1968916505281684e-13,0.911,0.6142857142857143,501,1000,350,20,20,500,10000,0.005,142.17839173907655,0.005,28435.67834781531
builtin_fixed_synthetic,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,SciPy LDLT,built-in benchmark,,True,0,0.00862091698218137,8.620735755361517e-15,0.0,3.1101211863672535e-13,1.3686244852496833e-13,0.911,0.6142857142857143,501,1000,350,20,20,500,10000,0.005,142.17839173907655,0.005,28435.67834781531
real_epsilon,wine,real_dataset,epsilon,0.001,0.001,LDLT,scratch,,True,0,0.005714124999940395,1.1045227245826803e-15,6.938893903907228e-18,4.8137768235919975e-14,0.0,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,0.001,0.001,Heavy Ball,scratch,constant momentum,True,141,0.0023163329751696438,0.0004566071196327793,1.4635452405542537e-08,0.00026829067650093385,0.0002682906765057497,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,0.001,0.001,Nesterov,scratch,constant beta,True,118,0.0019370419904589653,0.0009748587271289696,1.2217826444137214e-05,0.02894908135600146,0.02894908135600359,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-05,1e-05,LDLT,scratch,,True,0,0.005714124999940395,1.1045227245826803e-15,6.938893903907228e-18,4.8137768235919975e-14,0.0,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-05,1e-05,Heavy Ball,scratch,constant momentum,True,220,0.003572624991647899,4.6939198502849705e-06,1.5980688994332581e-12,2.062713473709351e-06,2.0627134800427997e-06,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-05,1e-05,Nesterov,scratch,constant beta,True,264,0.005001624987926334,9.780459455973628e-06,1.7196658333440418e-09,0.0003581413223940804,0.0003581413223981166,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-06,1e-06,LDLT,scratch,,True,0,0.005714124999940395,1.1045227245826803e-15,6.938893903907228e-18,4.8137768235919975e-14,0.0,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-06,1e-06,Heavy Ball,scratch,constant momentum,True,251,0.004905458015855402,9.562403607289004e-07,6.274841757303307e-14,4.370393555731656e-07,4.3703936023246947e-07,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-06,1e-06,Nesterov,scratch,constant beta,True,334,0.005617832997813821,9.872547948325717e-07,2.0109490461717172e-11,3.99035626587746e-05,3.990356266495437e-05,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-07,1e-07,LDLT,scratch,,True,0,0.005714124999940395,1.1045227245826803e-15,6.938893903907228e-18,4.8137768235919975e-14,0.0,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-07,1e-07,Heavy Ball,scratch,constant momentum,True,299,0.004813708015717566,8.801683119606373e-08,4.510281037539698e-16,2.3266598245915648e-08,2.3266596338333453e-08,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,wine,real_dataset,epsilon,1e-07,1e-07,Nesterov,scratch,constant beta,True,411,0.008329875010531396,9.856450249038116e-08,1.9205470547234427e-13,3.6588057580280105e-06,3.65880576305724e-06,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
builtin_fixed_real,wine,real_dataset,dataset,wine,1e-06,LDLT,scratch,,True,0,0.005714124999940395,1.1045227245826803e-15,6.938893903907228e-18,4.8137768235919975e-14,0.0,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
builtin_fixed_real,wine,real_dataset,dataset,wine,1e-06,Heavy Ball,scratch,constant momentum,True,251,0.004483917000470683,9.562403607289004e-07,6.274841757303307e-14,4.370393555731656e-07,4.3703936023246947e-07,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
builtin_fixed_real,wine,real_dataset,dataset,wine,1e-06,Nesterov,scratch,constant beta,True,334,0.005373207997763529,9.872547948325717e-07,2.0109490461717172e-11,3.99035626587746e-05,3.990356266495437e-05,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
builtin_fixed_real,wine,real_dataset,dataset,wine,1e-06,PyTorch SGD momentum,library optimizer,library constant momentum,True,251,0.03613095899345353,9.562403578050455e-07,6.274147867912916e-14,4.370393558582999e-07,4.3703936051760384e-07,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
builtin_fixed_real,wine,real_dataset,dataset,wine,1e-06,PyTorch SGD Nesterov,library optimizer,library nesterov,True,334,0.04254475000197999,9.872547948176892e-07,2.0109483522823268e-11,3.99035626591947e-05,3.9903562665374465e-05,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
builtin_fixed_real,wine,real_dataset,dataset,wine,1e-06,NumPy solve,built-in benchmark,,True,0,9.958399459719658e-05,1.1726187782024536e-15,0.0,0.0,4.813776823591996e-14,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
builtin_fixed_real,wine,real_dataset,dataset,wine,1e-06,SciPy LDLT,built-in benchmark,,True,0,0.0022363750031217933,1.0733908639070213e-15,3.469446951953614e-18,4.377246832818384e-14,3.349845929897827e-14,1.0,0.9629629629629629,81,124,54,13,3,80,240,0.01,11.570195821484585,0.01,1157.0195821484585
real_epsilon,digits,real_dataset,epsilon,0.001,0.001,LDLT,scratch,,True,0,0.013519708008971065,1.034487342939538e-15,0.0,2.7126013659047493e-14,0.0,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,0.001,0.001,Heavy Ball,scratch,constant momentum,True,157,0.005597584007773548,0.00044921277407259817,7.79613386903133e-08,0.0005854445817973876,0.0005854445817974307,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,0.001,0.001,Nesterov,scratch,constant beta,True,171,0.008252667001215741,0.0009821431531910178,8.633733276364186e-06,0.013095155638664058,0.013095155638664811,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-05,1e-05,LDLT,scratch,,True,0,0.013519708008971065,1.034487342939538e-15,0.0,2.7126013659047493e-14,0.0,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-05,1e-05,Heavy Ball,scratch,constant momentum,True,267,0.010208791005425155,4.968526000780408e-06,3.394950987001266e-12,3.4226767398693373e-06,3.4226767399736786e-06,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-05,1e-05,Nesterov,scratch,constant beta,True,351,0.014236082992283627,9.764176041973657e-06,1.3577194368785683e-09,0.00017889024047437277,0.00017889024047394026,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-06,1e-06,LDLT,scratch,,True,0,0.013519708008971065,1.034487342939538e-15,0.0,2.7126013659047493e-14,0.0,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-06,1e-06,Heavy Ball,scratch,constant momentum,True,299,0.010956792015349492,8.015118720896059e-07,1.6231460620019789e-13,8.360944647759324e-07,8.360944643557796e-07,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-06,1e-06,Nesterov,scratch,constant beta,True,444,0.020067790988832712,9.984544343698802e-07,1.5912104966986362e-11,2.0147343328649556e-05,2.0147343328385357e-05,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-07,1e-07,LDLT,scratch,,True,0,0.013519708008971065,1.034487342939538e-15,0.0,2.7126013659047493e-14,0.0,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-07,1e-07,Heavy Ball,scratch,constant momentum,True,346,0.013733375002630055,8.105345358643279e-08,2.0539125955565396e-15,9.177533607109772e-08,9.177533454990671e-08,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
real_epsilon,digits,real_dataset,epsilon,1e-07,1e-07,Nesterov,scratch,constant beta,True,535,0.02297641700715758,9.889695865969588e-08,1.7436052601738083e-13,2.1888815127950825e-06,2.1888815128630793e-06,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
builtin_fixed_real,digits,real_dataset,dataset,digits,1e-06,LDLT,scratch,,True,0,0.013519708008971065,1.034487342939538e-15,0.0,2.7126013659047493e-14,0.0,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
builtin_fixed_real,digits,real_dataset,dataset,digits,1e-06,Heavy Ball,scratch,constant momentum,True,299,0.014594500011298805,8.015118720896059e-07,1.6231460620019789e-13,8.360944647759324e-07,8.360944643557796e-07,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
builtin_fixed_real,digits,real_dataset,dataset,digits,1e-06,Nesterov,scratch,constant beta,True,444,0.014794332993915305,9.984544343698802e-07,1.5912104966986362e-11,2.0147343328649556e-05,2.0147343328385357e-05,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
builtin_fixed_real,digits,real_dataset,dataset,digits,1e-06,PyTorch SGD momentum,library optimizer,library constant momentum,True,299,0.038065999979153275,8.015118705785028e-07,1.6228685062458226e-13,8.360944646405631e-07,8.360944642204103e-07,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
builtin_fixed_real,digits,real_dataset,dataset,digits,1e-06,PyTorch SGD Nesterov,library optimizer,library nesterov,True,444,0.059178291994612664,9.98454434415119e-07,1.591204945583513e-11,2.0147343328712518e-05,2.0147343328448318e-05,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
builtin_fixed_real,digits,real_dataset,dataset,digits,1e-06,NumPy solve,built-in benchmark,,True,0,0.00022887499653734267,1.1943795772298475e-15,0.0,0.0,2.7126013659047468e-14,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
builtin_fixed_real,digits,real_dataset,dataset,digits,1e-06,SciPy LDLT,built-in benchmark,,True,0,0.0005778750055469573,1.1152993142549526e-15,0.0,2.6417152150566875e-14,2.1987157702941372e-14,0.9688195991091314,0.9422222222222222,121,1347,450,64,10,120,1200,0.01,18.49508853804932,0.01,1849.508853804932
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,Nesterov,scratch,constant beta,True,439,0.11440204200334847,9.901244059085629e-07,3.3836961010891287e-12,8.346003490612558e-06,8.346003490221644e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,78.94640322059138,0.05,1578.9280644118276
beta_fixed_vs_variable,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,Nesterov variable beta,scratch,variable beta,True,5605,2.1714171250059735,9.934590353042746e-07,7.379596933532184e-12,1.5130219459439393e-05,1.5130219460002203e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.05,78.94640322059138,0.05,1578.9280644118276
beta_fixed_vs_variable,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,Nesterov,scratch,constant beta,True,3697,3.372659457992995,9.952189840966239e-07,2.1115623138889816e-11,3.30643423490251e-05,3.3064342406160365e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.001,134.54815864057068,0.001,134548.15864057068
beta_fixed_vs_variable,synthetic_ill_conditioned,ill_corr_0_9,correlation,0.9,1e-06,Nesterov variable beta,scratch,variable beta,False,8000,4.693964042002335,2.883590846042971e-05,9.335944132354834e-08,0.0036293297586074656,0.003629329758634048,1.0,1.0,501,1000,350,20,20,500,10000,0.001,134.54815864057068,0.001,134548.15864057068
beta_fixed_vs_variable,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,Nesterov,scratch,constant beta,True,1805,1.0799217500025406,9.942753991752066e-07,1.8422791070449307e-11,1.8060902697293583e-05,1.806090269875231e-05,0.915,0.5971428571428572,501,1000,350,20,20,500,10000,0.005,137.5294660458697,0.005,27505.893209173937
beta_fixed_vs_variable,synthetic_sparse,sparse_zero_0_7,sparsity,0.7,1e-06,Nesterov variable beta,scratch,variable beta,False,8000,2.8789448749739677,4.0666400038900084e-05,8.217481159422668e-08,0.001404874717786715,0.0014048747177890163,0.915,0.5971428571428572,501,1000,350,20,20,500,10000,0.005,137.5294660458697,0.005,27505.893209173937
beta_fixed_vs_variable,wine,real_dataset,dataset,wine,1e-06,Nesterov,scratch,constant beta,True,345,0.007136250002076849,9.96876990237936e-07,2.1109711201283687e-11,4.155657934461206e-05,4.1556579332658946e-05,1.0,1.0,81,124,54,13,3,80,240,0.01,12.305248653448716,0.01,1230.5248653448716
beta_fixed_vs_variable,wine,real_dataset,dataset,wine,1e-06,Nesterov variable beta,scratch,variable beta,True,3583,0.07436691698967479,9.990762104621348e-07,3.540331916518369e-11,6.128922916730951e-05,6.128922915655863e-05,1.0,1.0,81,124,54,13,3,80,240,0.01,12.305248653448716,0.01,1230.5248653448716
beta_fixed_vs_variable,digits,real_dataset,dataset,digits,1e-06,Nesterov,scratch,constant beta,True,444,0.13643079201574437,9.77838351191075e-07,1.4535594949904862e-11,1.909339165997734e-05,1.9093391660525316e-05,0.9732739420935412,0.9466666666666667,121,1347,450,64,10,120,1200,0.01,18.545636613387845,0.01,1854.5636613387844
beta_fixed_vs_variable,digits,real_dataset,dataset,digits,1e-06,Nesterov variable beta,scratch,variable beta,True,4830,0.20498762500938028,9.969839437385007e-07,2.940364618453373e-11,3.3167588283222764e-05,3.316758828637592e-05,0.9732739420935412,0.9466666666666667,121,1347,450,64,10,120,1200,0.01,18.545636613387845,0.01,1854.5636613387844
