dataset,algorithm,beta_rule,epsilon,hidden_width,output_weight_count,converged,iterations,computational_time_seconds,final_gradient_norm,objective_gap,relative_error_to_reference,train_accuracy,test_accuracy,lambda_reg,estimated_L,mu,condition_number,alpha,beta
digits,Nesterov,constant beta,0.001,100,1000,True,148,0.002873416990041733,0.000981061105418505,9.395173179577165e-06,0.014528803390338747,0.9688195991091314,0.9377777777777778,0.01,14.876555749411905,0.01,1487.6555749411905,0.06721986035238914,0.9494568358441321
digits,Nesterov variable beta,variable beta,0.001,100,1000,True,258,0.0050338749861111864,0.0009937576049554708,1.8598954268284063e-05,0.023562902936782773,0.9673348181143281,0.9377777777777778,0.01,14.876555749411905,0.01,1487.6555749411905,0.06721986035238914,0.9886046887833632
digits,Nesterov,constant beta,0.001,500,5000,True,378,0.09242849999282043,0.0009919843621363888,7.771242794413213e-06,0.011863674037629206,0.9970304380103935,0.9666666666666667,0.01,75.35330583147041,0.01,7535.330583147041,0.013270817901958084,0.9772225864032038
digits,Nesterov variable beta,variable beta,0.001,500,5000,True,717,0.3353231249930104,0.0009971998143341126,1.6901470420008224e-05,0.02053701714449535,0.9970304380103935,0.9666666666666667,0.01,75.35330583147041,0.01,7535.330583147041,0.013270817901958084,0.9958493093053841
digits,Nesterov,constant beta,1e-06,100,1000,True,427,0.00888187499367632,9.878329070508103e-07,1.5012574516859445e-11,1.9856295687218618e-05,0.9658500371195249,0.9377777777777778,0.01,17.144536878373305,0.01,1714.4536878373306,0.058327618126648474,0.9528368204276325
digits,Nesterov variable beta,variable beta,1e-06,100,1000,True,4497,0.11956379200273659,9.952971982992341e-07,2.8988311751021456e-11,3.3611706737216534e-05,0.9658500371195249,0.9377777777777778,0.01,17.144536878373305,0.01,1714.4536878373306,0.058327618126648474,0.9993338789778771
digits,Nesterov,constant beta,1e-06,500,5000,True,951,0.27256404199579265,9.966015385245535e-07,1.3012549371360649e-11,1.685564196341224e-05,0.9948032665181886,0.9822222222222222,0.01,78.03938610452786,0.01,7803.938610452787,0.012814042369074708,0.9776135868292092
digits,Nesterov variable beta,variable beta,1e-06,500,5000,True,17082,6.408317250010441,9.998489805731857e-07,3.490847888532045e-11,3.620879185359414e-05,0.9948032665181886,0.9822222222222222,0.01,78.03938610452786,0.01,7803.938610452787,0.012814042369074708,0.9998244521008828
