analysis_group,dataset_name,scenario_type,sweep_parameter,sweep_value,epsilon,method,iteration,grad_norm,objective_gap_to_reference,relative_error_to_reference
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Heavy Ball,200,0.0007052919373211963,3.6511075413026006e-09,3.9791074815549046e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Heavy Ball,250,2.4385364559833772e-05,7.053649331290046e-12,3.341570011519864e-06
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Heavy Ball,300,1.5263380535604592e-06,4.068967385251199e-14,2.904172041116473e-07
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,0,2.9791057223565134,0.4595969221204595,0.9207869326351588
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,50,0.0860141696243934,0.004855178041522024,0.22818711201749473
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,100,0.01742997841623503,0.00029497320980655106,0.05644992231053177
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,150,0.00322417965964603,1.9849629293786086e-05,0.01688877722986888
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,200,0.0008781140480985326,1.5016277774004827e-06,0.004752573781040162
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,250,0.00021474347214988832,8.679273034994939e-08,0.0011611648272865718
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,300,5.799669053508463e-05,8.729081721337018e-09,0.0003790889894050866
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,350,1.508854334566178e-05,5.719815038274234e-10,9.902381811729108e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,400,3.3597633429097496e-06,3.450022212359016e-11,2.6040760846076326e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,450,8.722713412802882e-07,2.6475835412931303e-12,7.637609366050302e-06
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,500,2.4599785448840375e-07,2.2061519278082642e-13,2.1623541088272863e-06
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Heavy Ball,0,2.9744197375616492,0.4589101937140376,0.9180114188400464
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Heavy Ball,50,0.8762045057479135,0.00640850342186032,0.06437711404749152
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Heavy Ball,100,0.10066499777484977,7.478072971180139e-05,0.004764911137259287
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Heavy Ball,150,0.008019865723413677,4.826344009584149e-07,0.00037259346264131453
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Nesterov,0,2.9744197375616492,0.4589101937140376,0.9180114188400464
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Nesterov,50,0.08615748426659876,0.00480841268517089,0.21843631838293276
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Nesterov,100,0.013731106071869977,0.00021896489405136277,0.054095689760401126
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Nesterov,150,0.002701906921769593,1.0285942269191994e-05,0.01330651223185752
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Heavy Ball,0,2.9744197375616492,0.4589101937140376,0.9180114188400464
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Heavy Ball,50,0.8762045057479135,0.00640850342186032,0.06437711404749152
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Heavy Ball,100,0.10066499777484977,7.478072971180139e-05,0.004764911137259287
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Heavy Ball,150,0.008019865723413677,4.826344009584149e-07,0.00037259346264131453
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Heavy Ball,200,0.0004623317240096635,1.654364617520443e-09,2.8758503298256354e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,0,2.9744197375616492,0.4589101937140376,0.9180114188400464
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,50,0.08615748426659876,0.00480841268517089,0.21843631838293276
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,100,0.013731106071869977,0.00021896489405136277,0.054095689760401126
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,150,0.002701906921769593,1.0285942269191994e-05,0.01330651223185752
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,200,0.000549997894572387,7.076496625485484e-07,0.0036449909074280132
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,250,0.0001385305406154611,5.2076036698156525e-08,0.0009984875539698936
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,300,3.300238350015174e-05,3.4404979420976645e-09,0.0002569829327077725
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,350,1.0053932806673463e-05,3.0743085160933603e-10,7.471551225523475e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Heavy Ball,0,2.9744197375616492,0.4589101937140376,0.9180114188400464
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Heavy Ball,50,0.8762045057479135,0.00640850342186032,0.06437711404749152
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Heavy Ball,100,0.10066499777484977,7.478072971180139e-05,0.004764911137259287
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Heavy Ball,150,0.008019865723413677,4.826344009584149e-07,0.00037259346264131453
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Heavy Ball,200,0.0004623317240096635,1.654364617520443e-09,2.8758503298256354e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Heavy Ball,250,1.4674452154795998e-05,2.8361202275561936e-12,2.0595897563992933e-06
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,0,2.9744197375616492,0.4589101937140376,0.9180114188400464
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,50,0.08615748426659876,0.00480841268517089,0.21843631838293276
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,100,0.013731106071869977,0.00021896489405136277,0.054095689760401126
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,150,0.002701906921769593,1.0285942269191994e-05,0.01330651223185752
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,200,0.000549997894572387,7.076496625485484e-07,0.0036449909074280132
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,250,0.0001385305406154611,5.2076036698156525e-08,0.0009984875539698936
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,300,3.300238350015174e-05,3.4404979420976645e-09,0.0002569829327077725
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,350,1.0053932806673463e-05,3.0743085160933603e-10,7.471551225523475e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,400,2.40814968893389e-06,1.7809267949253638e-11,1.864426242908132e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Heavy Ball,0,2.9744197375616492,0.4589101937140376,0.9180114188400464
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Heavy Ball,50,0.8762045057479135,0.00640850342186032,0.06437711404749152
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Heavy Ball,100,0.10066499777484977,7.478072971180139e-05,0.004764911137259287
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Heavy Ball,150,0.008019865723413677,4.826344009584149e-07,0.00037259346264131453
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Heavy Ball,200,0.0004623317240096635,1.654364617520443e-09,2.8758503298256354e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Heavy Ball,250,1.4674452154795998e-05,2.8361202275561936e-12,2.0595897563992933e-06
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Heavy Ball,300,8.566836304706398e-07,1.4155343563970746e-14,1.603113029917353e-07
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,0,2.9744197375616492,0.4589101937140376,0.9180114188400464
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,50,0.08615748426659876,0.00480841268517089,0.21843631838293276
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,100,0.013731106071869977,0.00021896489405136277,0.054095689760401126
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,150,0.002701906921769593,1.0285942269191994e-05,0.01330651223185752
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,200,0.000549997894572387,7.076496625485484e-07,0.0036449909074280132
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,250,0.0001385305406154611,5.2076036698156525e-08,0.0009984875539698936
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,300,3.300238350015174e-05,3.4404979420976645e-09,0.0002569829327077725
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,350,1.0053932806673463e-05,3.0743085160933603e-10,7.471551225523475e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,400,2.40814968893389e-06,1.7809267949253638e-11,1.864426242908132e-05
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,450,6.492716396985946e-07,1.4127171654720883e-12,5.18356749934108e-06
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,500,1.468403214955951e-07,7.556455461354972e-14,1.2623196685887334e-06
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Heavy Ball,0,3.018986464053202,0.46431802792534965,0.8674482774068146
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Heavy Ball,50,0.991174279634788,0.007888127083311332,0.06904675611564676
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Heavy Ball,100,0.12518752291639335,0.00010886592515504251,0.0055388919318978165
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Heavy Ball,150,0.010913981270761503,7.938903929111119e-07,0.000441248336915832
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Nesterov,0,3.018986464053202,0.46431802792534965,0.8674482774068146
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Nesterov,50,0.09468490456627086,0.004401620779291085,0.20247234708061487
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Nesterov,100,0.0163078038738891,0.0002726153570006551,0.05684210915577653
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Nesterov,150,0.003458086645530096,1.7669833974422178e-05,0.015523803937066894
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-05,Heavy Ball,0,3.018986464053202,0.46431802792534965,0.8674482774068146
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-05,Heavy Ball,50,0.991174279634788,0.007888127083311332,0.06904675611564676
