dataset,algorithm,beta_rule,epsilon,hidden_width,iteration,gradient_norm,relative_objective_gap,relative_error_to_reference
digits,Nesterov variable beta,variable beta,1e-06,100,2900,5.102224871128116e-06,7.236787835651626e-10,0.00016461179134075226
digits,Nesterov variable beta,variable beta,1e-06,100,2920,4.744384236597931e-06,6.076839031976533e-10,0.0001477006464814947
digits,Nesterov variable beta,variable beta,1e-06,100,2940,4.293223089474036e-06,4.838295319942176e-10,0.0001294385396660458
digits,Nesterov variable beta,variable beta,1e-06,100,2960,4.235294714205789e-06,4.770278894117297e-10,0.0001299987204562421
digits,Nesterov variable beta,variable beta,1e-06,100,2980,4.5027560045910126e-06,5.631791144544707e-10,0.00014492873144150663
digits,Nesterov variable beta,variable beta,1e-06,100,3000,4.629326580070555e-06,6.080229375537982e-10,0.00015251315220921643
digits,Nesterov variable beta,variable beta,1e-06,100,3020,4.364638377465336e-06,5.363885724474216e-10,0.00014292750101531997
digits,Nesterov variable beta,variable beta,1e-06,100,3040,3.9202962329652214e-06,4.209540216404406e-10,0.00012424595793040995
digits,Nesterov variable beta,variable beta,1e-06,100,3060,3.7880875657162133e-06,3.8064890128808315e-10,0.00011519782753651936
digits,Nesterov variable beta,variable beta,1e-06,100,3080,3.989850756920805e-06,4.233935702036007e-10,0.00012199087675798833
digits,Nesterov variable beta,variable beta,1e-06,100,3100,4.0610127301980405e-06,4.5740988774412017e-10,0.0001304775970367587
digits,Nesterov variable beta,variable beta,1e-06,100,3120,3.866758992115473e-06,4.3431516716374574e-10,0.00013045170459583872
digits,Nesterov variable beta,variable beta,1e-06,100,3140,3.680945292134137e-06,3.902934087030019e-10,0.0001232638258570356
digits,Nesterov variable beta,variable beta,1e-06,100,3160,3.632582206543899e-06,3.587487806822054e-10,0.00011441823974552258
digits,Nesterov variable beta,variable beta,1e-06,100,3180,3.5517195621206465e-06,3.349360788718059e-10,0.00010814850425468023
digits,Nesterov variable beta,variable beta,1e-06,100,3200,3.4293487429146655e-06,3.212722310408367e-10,0.00010724420231484796
digits,Nesterov variable beta,variable beta,1e-06,100,3220,3.4145029054875428e-06,3.280354599066726e-10,0.00011119222307144025
digits,Nesterov variable beta,variable beta,1e-06,100,3240,3.4391624868339146e-06,3.379700685979259e-10,0.00011467285430479261
digits,Nesterov variable beta,variable beta,1e-06,100,3260,3.3646853622634884e-06,3.261503012108591e-10,0.00011268643439882206
digits,Nesterov variable beta,variable beta,1e-06,100,3280,3.237358221931666e-06,2.950945598989563e-10,0.00010513826876309099
digits,Nesterov variable beta,variable beta,1e-06,100,3300,3.1213134612143875e-06,2.626223960522367e-10,9.650578540365678e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3320,3.0134300681771e-06,2.4405213960854155e-10,9.291770418043105e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3340,2.9795068237337146e-06,2.492384632013511e-10,9.669651756827433e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3360,3.0390128955340957e-06,2.6802637886902403e-10,0.00010261831150913096
digits,Nesterov variable beta,variable beta,1e-06,100,3380,3.0473829893692423e-06,2.7040028549585315e-10,0.00010321334139528768
digits,Nesterov variable beta,variable beta,1e-06,100,3400,2.913681497153083e-06,2.418681921412258e-10,9.585396097328319e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3420,2.7287191931753806e-06,2.031215473596859e-10,8.516270875403625e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3440,2.6304985119896884e-06,1.8452955830028372e-10,8.028803060836126e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3460,2.647089795113542e-06,1.945112126922055e-10,8.510014937234793e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3480,2.706609255845033e-06,2.156898548655306e-10,9.271102752624019e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3500,2.7219982640087177e-06,2.220875705560843e-10,9.457736547685923e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3520,2.6359248828184323e-06,1.9983725785266415e-10,8.737027368947791e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3540,2.4470051825367694e-06,1.5987838830611167e-10,7.475285237353495e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3560,2.2584592833499896e-06,1.3370937690382334e-10,6.788142728825665e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3580,2.2643212779713677e-06,1.4667800307677226e-10,7.498600875730813e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3600,2.4682994503001047e-06,1.8428417125626595e-10,8.638109798133245e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3620,2.573875463904606e-06,1.9659965322382789e-10,8.841874813678843e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3640,2.3595510801832e-06,1.5678500164817422e-10,7.682132216416903e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3660,1.971052150366074e-06,1.036349339678111e-10,6.034325003282754e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3680,1.888820161725187e-06,9.725020788664551e-11,5.904728010315524e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3700,2.194626274502346e-06,1.3926051978252474e-10,7.312407419842114e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3720,2.3935533989824375e-06,1.6963042082096536e-10,8.190465937690958e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3740,2.221461065405274e-06,1.4616347021600973e-10,7.631796419824307e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3760,1.839459310403172e-06,9.739994921709183e-11,6.156127828413227e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3780,1.7103222266297765e-06,8.030559550675775e-11,5.403888500722862e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3800,1.9504670871395575e-06,1.0529499494538186e-10,6.171983626801202e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3820,2.12413847881142e-06,1.2948489502839777e-10,7.001420553420636e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3840,2.000901541879928e-06,1.1934889188047748e-10,6.903233126265628e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3860,1.7352263449343417e-06,9.131570499754105e-11,6.139392711843638e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3880,1.660422986834306e-06,8.03744015787089e-11,5.6373958409687235e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3900,1.800805579264182e-06,9.099482278784876e-11,5.794793679330138e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3920,1.8717832199434423e-06,9.842632264778217e-11,5.990651866668873e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3940,1.7516473806394794e-06,8.815531638006746e-11,5.784014223174621e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3960,1.5758732537365842e-06,7.402770063613673e-11,5.483889247600578e-05
digits,Nesterov variable beta,variable beta,1e-06,100,3980,1.5682457735587919e-06,7.497946707957226e-11,5.582583007339593e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4000,1.7047569711885142e-06,8.662193184960643e-11,5.862044487060644e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4020,1.7430529438789946e-06,8.673969875694354e-11,5.691609271268462e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4040,1.5656630730535355e-06,6.775818794935162e-11,4.949195431664975e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4060,1.3384851489102605e-06,5.103514832960343e-11,4.41130023215477e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4080,1.388660696929718e-06,5.871228503373516e-11,4.9094770805850464e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4100,1.6224690794482175e-06,7.986397654313748e-11,5.700922206686745e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4120,1.6713528866143407e-06,8.262629469513172e-11,5.7102897346464736e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4140,1.4303274605678202e-06,5.917696888069202e-11,4.7539853954786455e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4160,1.159114329548399e-06,3.789143998567113e-11,3.7323889691209554e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4180,1.2418846176262554e-06,4.3465758770011576e-11,4.0266670430585536e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4200,1.4779381273046028e-06,6.378983452570708e-11,5.001283244796769e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4220,1.5135351662255876e-06,7.002362578667487e-11,5.3579073296729454e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4240,1.332647683408162e-06,5.587294515940755e-11,4.8341032890814486e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4260,1.164744006138398e-06,4.01066679867057e-11,3.95809028089038e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4280,1.1836666266388418e-06,3.743136356426646e-11,3.605891071754424e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4300,1.2607809357692608e-06,4.378392093329353e-11,3.9855305313551246e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4320,1.2672354971450148e-06,4.906264283732753e-11,4.472273937547795e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4340,1.239466244815824e-06,4.987432689063098e-11,4.643017609953608e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4360,1.2271714307544857e-06,4.6655013186125416e-11,4.396004160025493e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4380,1.1820633669055068e-06,3.9179326449811924e-11,3.8144465491026604e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4400,1.072181089512038e-06,3.0852431720518325e-11,3.2796933341396014e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4420,1.0114472190242385e-06,2.9955010694138196e-11,3.3942764739536244e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4440,1.1103303081699172e-06,3.8823361192541483e-11,4.0262915292016246e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4460,1.223511277096616e-06,4.643344042598585e-11,4.3953479022234074e-05
digits,Nesterov variable beta,variable beta,1e-06,100,4480,1.1680451068566379e-06,4.090833227721191e-11,4.063611945203305e-05
digits,Nesterov,constant beta,1e-06,500,0,3.354131176758852,0.4297360340535238,1.0000000000000002
digits,Nesterov,constant beta,1e-06,500,20,0.38344787054399043,0.08110049553179964,0.8695171576581145
digits,Nesterov,constant beta,1e-06,500,40,0.2305070918111306,0.041582960710452144,0.696671664496179
digits,Nesterov,constant beta,1e-06,500,60,0.11601808823989135,0.018612950975652173,0.5382385639458194
digits,Nesterov,constant beta,1e-06,500,80,0.07781477226997208,0.011240698322089265,0.42325794672809053
digits,Nesterov,constant beta,1e-06,500,100,0.0522293348909423,0.007133191553288745,0.3383484296423943
digits,Nesterov,constant beta,1e-06,500,120,0.03699001315177987,0.004536358207646682,0.2698904032041727
digits,Nesterov,constant beta,1e-06,500,140,0.025123792580853344,0.002618899550073439,0.21268242621615244
digits,Nesterov,constant beta,1e-06,500,160,0.01959233015723974,0.0016083415938669687,0.1673615706597034
digits,Nesterov,constant beta,1e-06,500,180,0.0149277284108816,0.0009785113173129967,0.13191489388256214
digits,Nesterov,constant beta,1e-06,500,200,0.01047198447207976,0.0005935941885294865,0.10462802620629066
digits,Nesterov,constant beta,1e-06,500,220,0.008425609837444236,0.0003942903256036606,0.08359702965765739
digits,Nesterov,constant beta,1e-06,500,240,0.0064861495069868085,0.00024966885535060435,0.06631437716288459
digits,Nesterov,constant beta,1e-06,500,260,0.004815948070340464,0.00014734549101728944,0.0519747475862179
digits,Nesterov,constant beta,1e-06,500,280,0.003567685847559251,8.660365668922143e-05,0.040698057282768776
digits,Nesterov,constant beta,1e-06,500,300,0.0027510546042573848,5.450073338277017e-05,0.03222225627607446
digits,Nesterov,constant beta,1e-06,500,320,0.0022930413658723736,3.675461672202063e-05,0.025708208450714917
digits,Nesterov,constant beta,1e-06,500,340,0.0017312639306950345,2.2812046981318668e-05,0.02032021688467346
digits,Nesterov,constant beta,1e-06,500,360,0.001293993862463834,1.3432947244498838e-05,0.01590938948398116
digits,Nesterov,constant beta,1e-06,500,380,0.0010071245705099061,8.227933496723905e-06,0.012486529591733988
digits,Nesterov,constant beta,1e-06,500,400,0.0008103667712178649,5.204642352249489e-06,0.009860314326327292
digits,Nesterov,constant beta,1e-06,500,420,0.0006218471416228443,3.2290477242624682e-06,0.00781442301863321
digits,Nesterov,constant beta,1e-06,500,440,0.0004723894542594087,2.018171533932356e-06,0.006224177027044252
digits,Nesterov,constant beta,1e-06,500,460,0.00038586156959736904,1.3253402765395217e-06,0.004980523509468539
digits,Nesterov,constant beta,1e-06,500,480,0.00030824622584706325,8.517065653301792e-07,0.0039640303734341424
digits,Nesterov,constant beta,1e-06,500,500,0.00023661448192573628,5.161452087676377e-07,0.003120379833859187
digits,Nesterov,constant beta,1e-06,500,520,0.00017704649867423768,3.0702465077248053e-07,0.0024457896886618024
digits,Nesterov,constant beta,1e-06,500,540,0.00014097271160689361,1.9164184494879777e-07,0.0019282036842231576
digits,Nesterov,constant beta,1e-06,500,560,0.00011426855861951857,1.234262458765789e-07,0.0015295460528694893
digits,Nesterov,constant beta,1e-06,500,580,9.032084319003891e-05,7.709758860496851e-08,0.001213367964845246
digits,Nesterov,constant beta,1e-06,500,600,6.682977739607628e-05,4.675587478297771e-08,0.0009638929614069778
digits,Nesterov,constant beta,1e-06,500,620,5.331756416740044e-05,3.001589868323329e-08,0.00077212949083724
digits,Nesterov,constant beta,1e-06,500,640,4.402855402312293e-05,2.0066897990500543e-08,0.0006209335494091726
digits,Nesterov,constant beta,1e-06,500,660,3.585050553326217e-05,1.2900042659080846e-08,0.0004949270239496352
digits,Nesterov,constant beta,1e-06,500,680,2.6752294424979305e-05,7.622479494817647e-09,0.0003893750729913109
digits,Nesterov,constant beta,1e-06,500,700,1.9688228471016576e-05,4.473283812811424e-09,0.0003062515383764892
digits,Nesterov,constant beta,1e-06,500,720,1.601351510521738e-05,2.8741670293763733e-09,0.00024408205473991858
digits,Nesterov,constant beta,1e-06,500,740,1.3397525483935171e-05,1.9334572692875085e-09,0.00019622878697604955
digits,Nesterov,constant beta,1e-06,500,760,1.0716513227790336e-05,1.247550354688265e-09,0.00015698147162798967
digits,Nesterov,constant beta,1e-06,500,780,8.087416845437383e-06,7.617001612780783e-10,0.00012436746397087462
digits,Nesterov,constant beta,1e-06,500,800,6.335057675833051e-06,4.6561048072657485e-10,9.81361236277178e-05
digits,Nesterov,constant beta,1e-06,500,820,4.994350129860021e-06,2.8897402526428806e-10,7.755679305693578e-05
digits,Nesterov,constant beta,1e-06,500,840,3.939453021753287e-06,1.8187799877278366e-10,6.152435965401276e-05
digits,Nesterov,constant beta,1e-06,500,860,3.1375330114406194e-06,1.1606533789620954e-10,4.895816803531504e-05
digits,Nesterov,constant beta,1e-06,500,880,2.4916334200576043e-06,7.424917625176164e-11,3.8950579478380595e-05
digits,Nesterov,constant beta,1e-06,500,900,2.0147973342464053e-06,4.709894974030959e-11,3.085686665867918e-05
digits,Nesterov,constant beta,1e-06,500,920,1.579510302558393e-06,2.8631125248423928e-11,2.4289636842978364e-05
digits,Nesterov,constant beta,1e-06,500,940,1.1489647542173173e-06,1.6911180789058733e-11,1.9128468031313484e-05
digits,Nesterov variable beta,variable beta,1e-06,500,0,3.354131176758852,0.4297360340535238,1.0000000000000002
digits,Nesterov variable beta,variable beta,1e-06,500,20,0.16615336175666467,0.08155672596132534,0.9324250304089274
digits,Nesterov variable beta,variable beta,1e-06,500,40,0.08385218161999032,0.051775095158522785,0.843977721412158
digits,Nesterov variable beta,variable beta,1e-06,500,60,0.058493248542232694,0.03351345733177802,0.7383708824577763
digits,Nesterov variable beta,variable beta,1e-06,500,80,0.04006741794298286,0.020451839251712123,0.6275667371206037
digits,Nesterov variable beta,variable beta,1e-06,500,100,0.02787831001970256,0.012128391148707576,0.5220483158528832
digits,Nesterov variable beta,variable beta,1e-06,500,120,0.019993099684309932,0.00721434852736684,0.42723655188618714
digits,Nesterov variable beta,variable beta,1e-06,500,140,0.015606110275701223,0.004385439067245422,0.34442072881698915
digits,Nesterov variable beta,variable beta,1e-06,500,160,0.012327668820175618,0.00267799192054112,0.2728999445192686
digits,Nesterov variable beta,variable beta,1e-06,500,180,0.009949716231308905,0.0016299090442669778,0.21205119712399786
digits,Nesterov variable beta,variable beta,1e-06,500,200,0.008137459155117838,0.000994259440561418,0.16184628392688102
digits,Nesterov variable beta,variable beta,1e-06,500,220,0.0066724461613519945,0.0006281371789841478,0.12287437204303947
digits,Nesterov variable beta,variable beta,1e-06,500,240,0.005781484582496674,0.0004422578614750039,0.0958931792927599
digits,Nesterov variable beta,variable beta,1e-06,500,260,0.005342134220592763,0.0003553502946707088,0.08035175492896807
digits,Nesterov variable beta,variable beta,1e-06,500,280,0.004892426956890976,0.0003038698052460209,0.07336591882176853
digits,Nesterov variable beta,variable beta,1e-06,500,300,0.004347375708880855,0.00026310426470506354,0.0711252195332914
digits,Nesterov variable beta,variable beta,1e-06,500,320,0.0038489354185680595,0.00023238152244392518,0.07072343231731835
digits,Nesterov variable beta,variable beta,1e-06,500,340,0.0036069935836691163,0.00021186442625971413,0.0703128057893881
digits,Nesterov variable beta,variable beta,1e-06,500,360,0.0034205789505161875,0.0001917671658445974,0.06871659367401779
digits,Nesterov variable beta,variable beta,1e-06,500,380,0.003117583879346735,0.00016608325490585774,0.06549457348303973
digits,Nesterov variable beta,variable beta,1e-06,500,400,0.0027950151749866125,0.00013862696777769412,0.0608940952909551
digits,Nesterov variable beta,variable beta,1e-06,500,420,0.002551991761762172,0.00011421988951927642,0.055464176640726365
digits,Nesterov variable beta,variable beta,1e-06,500,440,0.0023514298331946963,9.398544571757872e-05,0.0497394532264412
digits,Nesterov variable beta,variable beta,1e-06,500,460,0.0021649473676651136,7.774148416735127e-05,0.044168748864204
digits,Nesterov variable beta,variable beta,1e-06,500,480,0.002030591489719334,6.523291772518591e-05,0.039116453999727706
digits,Nesterov variable beta,variable beta,1e-06,500,500,0.0019141920664122922,5.519041741924857e-05,0.03485113090839352
digits,Nesterov variable beta,variable beta,1e-06,500,520,0.0017640843527006458,4.670999009763477e-05,0.03160926111194323
digits,Nesterov variable beta,variable beta,1e-06,500,540,0.001608629969123804,4.0441743844502054e-05,0.029601593056031023
digits,Nesterov variable beta,variable beta,1e-06,500,560,0.0015170079621193374,3.710414969614051e-05,0.02879422349743897
digits,Nesterov variable beta,variable beta,1e-06,500,580,0.001484406686598525,3.5793539203507474e-05,0.028747725499947977
digits,Nesterov variable beta,variable beta,1e-06,500,600,0.001440949439784713,3.465905453993445e-05,0.028845236770752743
digits,Nesterov variable beta,variable beta,1e-06,500,620,0.0013622568688530293,3.2752641177510866e-05,0.028639591906117548
digits,Nesterov variable beta,variable beta,1e-06,500,640,0.0012921934144774644,3.0258949701197912e-05,0.0279452150019073
digits,Nesterov variable beta,variable beta,1e-06,500,660,0.001237599637441378,2.7325580147383177e-05,0.02674465757652716
digits,Nesterov variable beta,variable beta,1e-06,500,680,0.00116487004588796,2.3928878092979722e-05,0.02513447910812347
digits,Nesterov variable beta,variable beta,1e-06,500,700,0.00106613393466545,2.0528680027748214e-05,0.023327248575214232
digits,Nesterov variable beta,variable beta,1e-06,500,720,0.0009940769999540469,1.7956408489727682e-05,0.02158690305542853
digits,Nesterov variable beta,variable beta,1e-06,500,740,0.0009779067844827823,1.6396546631616826e-05,0.02007694732577166
digits,Nesterov variable beta,variable beta,1e-06,500,760,0.0009666592738179143,1.5167344418837159e-05,0.018797336627771357
digits,Nesterov variable beta,variable beta,1e-06,500,780,0.0009161028175549367,1.3711610767588867e-05,0.01770883514255086
digits,Nesterov variable beta,variable beta,1e-06,500,800,0.0008449915366890845,1.2234569876964918e-05,0.016859937996829555
digits,Nesterov variable beta,variable beta,1e-06,500,820,0.0007995580466374525,1.121420536347173e-05,0.016332770065031713
digits,Nesterov variable beta,variable beta,1e-06,500,840,0.0007824284678865703,1.0710037112712789e-05,0.01610298331282892
digits,Nesterov variable beta,variable beta,1e-06,500,860,0.0007706695213083082,1.0414727748833674e-05,0.016020110588284026
digits,Nesterov variable beta,variable beta,1e-06,500,880,0.0007491701924948661,1.0026838238433311e-05,0.015910465883513695
digits,Nesterov variable beta,variable beta,1e-06,500,900,0.0007172489550582069,9.451825948317283e-06,0.01566740656277562
digits,Nesterov variable beta,variable beta,1e-06,500,920,0.0006831529445646127,8.768067478528985e-06,0.01526654017209123
digits,Nesterov variable beta,variable beta,1e-06,500,940,0.0006510579722939611,8.093288005481258e-06,0.014732760042706593
digits,Nesterov variable beta,variable beta,1e-06,500,960,0.0006298529031279075,7.506994412542767e-06,0.014100817991282174
digits,Nesterov variable beta,variable beta,1e-06,500,980,0.000620174044801088,6.962092404139142e-06,0.013391737477535397
digits,Nesterov variable beta,variable beta,1e-06,500,1000,0.0005977560443851038,6.331677617765763e-06,0.01263051736860228
digits,Nesterov variable beta,variable beta,1e-06,500,1020,0.0005576725407857008,5.656924781285988e-06,0.011889677881378971
digits,Nesterov variable beta,variable beta,1e-06,500,1040,0.0005287192951192315,5.137469502522474e-06,0.011277485652337087
digits,Nesterov variable beta,variable beta,1e-06,500,1060,0.0005200720600545169,4.842619684530813e-06,0.010858803304765222
digits,Nesterov variable beta,variable beta,1e-06,500,1080,0.0005132548744889504,4.661983887058185e-06,0.01061243070735361
digits,Nesterov variable beta,variable beta,1e-06,500,1100,0.0004995258880678208,4.486606142051208e-06,0.010470987117900125
digits,Nesterov variable beta,variable beta,1e-06,500,1120,0.00048243996488338254,4.2889561342879245e-06,0.01037369085720575
digits,Nesterov variable beta,variable beta,1e-06,500,1140,0.0004657977080761219,4.083677963506727e-06,0.010282644178315526
digits,Nesterov variable beta,variable beta,1e-06,500,1160,0.000449633771845507,3.888415003913681e-06,0.010175545017046934
digits,Nesterov variable beta,variable beta,1e-06,500,1180,0.000435023941674281,3.718927875387412e-06,0.010035037629635845
digits,Nesterov variable beta,variable beta,1e-06,500,1200,0.00042576495988833806,3.577405927643329e-06,0.00983965347052893
digits,Nesterov variable beta,variable beta,1e-06,500,1220,0.0004199968807386073,3.430312319585571e-06,0.009562404445541113
digits,Nesterov variable beta,variable beta,1e-06,500,1240,0.00041169234287975065,3.228986415679258e-06,0.00918552942950917
digits,Nesterov variable beta,variable beta,1e-06,500,1260,0.0003969852913553239,2.9554846303486704e-06,0.008723699555438837
digits,Nesterov variable beta,variable beta,1e-06,500,1280,0.0003754663506433799,2.6467628768539475e-06,0.008237325562103768
digits,Nesterov variable beta,variable beta,1e-06,500,1300,0.00035358342916083624,2.3833546857893184e-06,0.007819492979938756
digits,Nesterov variable beta,variable beta,1e-06,500,1320,0.00034190400706993917,2.2337116792198186e-06,0.007548960927649386
digits,Nesterov variable beta,variable beta,1e-06,500,1340,0.00034221187881094956,2.1931190474361317e-06,0.007436660831260259
digits,Nesterov variable beta,variable beta,1e-06,500,1360,0.0003435030586626024,2.1887961352551333e-06,0.007422152409982671
digits,Nesterov variable beta,variable beta,1e-06,500,1380,0.00033584775463468196,2.1538680006205624e-06,0.007426453033457181
digits,Nesterov variable beta,variable beta,1e-06,500,1400,0.0003230232126142404,2.082965500513345e-06,0.00739902281800237
digits,Nesterov variable beta,variable beta,1e-06,500,1420,0.00031507721355868965,2.001424217731862e-06,0.007319707993173843
digits,Nesterov variable beta,variable beta,1e-06,500,1440,0.0003102934803962598,1.908998345623303e-06,0.007181389223816588
digits,Nesterov variable beta,variable beta,1e-06,500,1460,0.0003001017094756679,1.7931811671229037e-06,0.006988452339432598
digits,Nesterov variable beta,variable beta,1e-06,500,1480,0.0002866917063690737,1.6714506663184636e-06,0.0067630019561526365
digits,Nesterov variable beta,variable beta,1e-06,500,1500,0.0002790349549335008,1.5742737088375591e-06,0.006533945475201191
digits,Nesterov variable beta,variable beta,1e-06,500,1520,0.00027657423860177465,1.5019114125713884e-06,0.006317391272820592
digits,Nesterov variable beta,variable beta,1e-06,500,1540,0.0002714595228043536,1.4322079567447021e-06,0.006115398929318117
digits,Nesterov variable beta,variable beta,1e-06,500,1560,0.00026301333158148784,1.3579807110336573e-06,0.0059305122389083425
digits,Nesterov variable beta,variable beta,1e-06,500,1580,0.00025594371908602354,1.2884582892697116e-06,0.005771276330008411
digits,Nesterov variable beta,variable beta,1e-06,500,1600,0.0002502370396278128,1.2278658095693507e-06,0.005645586703157597
digits,Nesterov variable beta,variable beta,1e-06,500,1620,0.00024352827162936791,1.1754893414761547e-06,0.005556336318257986
digits,Nesterov variable beta,variable beta,1e-06,500,1640,0.00023707797636580318,1.1348539712685568e-06,0.005500681437478571
digits,Nesterov variable beta,variable beta,1e-06,500,1660,0.00023296097603469983,1.108125340057442e-06,0.005467083429064583
digits,Nesterov variable beta,variable beta,1e-06,500,1680,0.00023026658011650862,1.0885043612990364e-06,0.0054345392196475184
digits,Nesterov variable beta,variable beta,1e-06,500,1700,0.00022716632414990397,1.0647844530808914e-06,0.005379223476044099
digits,Nesterov variable beta,variable beta,1e-06,500,1720,0.00022343139265788053,1.0288933928043198e-06,0.00528397594923946
digits,Nesterov variable beta,variable beta,1e-06,500,1740,0.00021881810187424384,9.771077679188167e-07,0.005144811801207934
digits,Nesterov variable beta,variable beta,1e-06,500,1760,0.00021178022137758852,9.112829705143488e-07,0.004974296240852402
digits,Nesterov variable beta,variable beta,1e-06,500,1780,0.00020261059999894388,8.433569253646356e-07,0.004800663620925745
digits,Nesterov variable beta,variable beta,1e-06,500,1800,0.00019502516250585045,7.915733843122386e-07,0.004657135548554208
digits,Nesterov variable beta,variable beta,1e-06,500,1820,0.00019202318945874612,7.661480432991086e-07,0.004562662333291215
digits,Nesterov variable beta,variable beta,1e-06,500,1840,0.0001925683345724114,7.60416393338903e-07,0.004509188462968331
digits,Nesterov variable beta,variable beta,1e-06,500,1860,0.00019333333151337086,7.562937044541806e-07,0.004468597651049823
digits,Nesterov variable beta,variable beta,1e-06,500,1880,0.0001909429878761369,7.371714356441128e-07,0.004413494014772319
digits,Nesterov variable beta,variable beta,1e-06,500,1900,0.0001839557663533285,6.999073043356674e-07,0.004335046494808881
digits,Nesterov variable beta,variable beta,1e-06,500,1920,0.00017544759785459175,6.574678509535525e-07,0.004245505095866144
digits,Nesterov variable beta,variable beta,1e-06,500,1940,0.00017074543456087473,6.259104309708219e-07,0.004164038656599645
digits,Nesterov variable beta,variable beta,1e-06,500,1960,0.00017022304297093345,6.080581648748584e-07,0.004099023519331396
digits,Nesterov variable beta,variable beta,1e-06,500,1980,0.00016920192094381373,5.944956941034141e-07,0.004044352522428192
digits,Nesterov variable beta,variable beta,1e-06,500,2000,0.00016551655890649608,5.781513279234929e-07,0.003989749707601013
digits,Nesterov variable beta,variable beta,1e-06,500,2020,0.0001617429943781423,5.60200939012101e-07,0.00392898913689799
digits,Nesterov variable beta,variable beta,1e-06,500,2040,0.00015989315893487926,5.422121431009064e-07,0.0038590396219356613
digits,Nesterov variable beta,variable beta,1e-06,500,2060,0.000157834530745074,5.209974151959562e-07,0.0037786338910210243
digits,Nesterov variable beta,variable beta,1e-06,500,2080,0.00015319113033371098,4.948602033982841e-07,0.0036919341777292072
digits,Nesterov variable beta,variable beta,1e-06,500,2100,0.0001475858262772844,4.6934056478764585e-07,0.0036102572209726733
digits,Nesterov variable beta,variable beta,1e-06,500,2120,0.00014432122875178026,4.518238591183499e-07,0.003544897897345277
digits,Nesterov variable beta,variable beta,1e-06,500,2140,0.00014366684997414896,4.430557683926528e-07,0.0034972281015021637
digits,Nesterov variable beta,variable beta,1e-06,500,2160,0.00014333012714905943,4.3720898675048137e-07,0.003457441884423789
digits,Nesterov variable beta,variable beta,1e-06,500,2180,0.00014187334724098305,4.2810181333230446e-07,0.0034126156303904425
digits,Nesterov variable beta,variable beta,1e-06,500,2200,0.0001391761863841454,4.130966390764046e-07,0.003355472068507449
