dataset,algorithm,beta_rule,epsilon,hidden_width,iteration,gradient_norm,relative_objective_gap,relative_error_to_reference
digits,Nesterov variable beta,variable beta,0.001,500,700,0.0010520301947156844,1.8948620982298103e-05,0.02201098759726465
digits,Nesterov,constant beta,1e-06,100,0,1.5925960715246872,0.36354573770171983,1.0000000000000002
digits,Nesterov,constant beta,1e-06,100,20,0.15627702838370428,0.03230355958831546,0.6135290997923402
digits,Nesterov,constant beta,1e-06,100,40,0.05128813633326142,0.007372473097993798,0.3354945106566299
digits,Nesterov,constant beta,1e-06,100,60,0.024659508790434635,0.0021471211364954834,0.18063673849156478
digits,Nesterov,constant beta,1e-06,100,80,0.013007701401282351,0.0006998698192852981,0.10079835999816765
digits,Nesterov,constant beta,1e-06,100,100,0.006521170158164703,0.00021832868249155313,0.05899675323618469
digits,Nesterov,constant beta,1e-06,100,120,0.0036581095687416884,8.400317267226454e-05,0.03790956439539378
digits,Nesterov,constant beta,1e-06,100,140,0.00207584387528065,3.084704606845512e-05,0.024196226967213436
digits,Nesterov,constant beta,1e-06,100,160,0.0010975921001568508,1.0773147721243603e-05,0.015247214003447111
digits,Nesterov,constant beta,1e-06,100,180,0.0006781408226878748,4.266307602612818e-06,0.009492942359642082
digits,Nesterov,constant beta,1e-06,100,200,0.00038127801357079805,1.3878351546869894e-06,0.0054367315926316705
digits,Nesterov,constant beta,1e-06,100,220,0.00019846205918412114,4.084551962491023e-07,0.003035217926014912
digits,Nesterov,constant beta,1e-06,100,240,0.0001302722511171702,1.7094382806503994e-07,0.0018957417837763492
digits,Nesterov,constant beta,1e-06,100,260,7.720730561040167e-05,6.608700184318472e-08,0.0011852785771005437
digits,Nesterov,constant beta,1e-06,100,280,4.108785514723027e-05,2.12910050145787e-08,0.0006989352363922116
digits,Nesterov,constant beta,1e-06,100,300,2.5923245055208007e-05,8.00034269388128e-09,0.00042024489377252383
digits,Nesterov,constant beta,1e-06,100,320,1.571050183513065e-05,2.952161320957103e-09,0.0002510824017343998
digits,Nesterov,constant beta,1e-06,100,340,8.752577878606589e-06,9.50635126173438e-10,0.0001453360137145386
digits,Nesterov,constant beta,1e-06,100,360,5.113750898863662e-06,3.4231853462962647e-10,8.966367783216038e-05
digits,Nesterov,constant beta,1e-06,100,380,3.284631100141215e-06,1.46946066426068e-10,5.9572188370846426e-05
digits,Nesterov,constant beta,1e-06,100,400,1.9684313623149515e-06,5.7427340660609616e-11,3.846393151626352e-05
digits,Nesterov,constant beta,1e-06,100,420,1.1552668957376144e-06,2.115718711337422e-11,2.372844376431259e-05
digits,Nesterov variable beta,variable beta,1e-06,100,0,1.5925960715246872,0.36354573770171983,1.0000000000000002
digits,Nesterov variable beta,variable beta,1e-06,100,20,0.06998951583221782,0.03362808334330136,0.7467846591297358
digits,Nesterov variable beta,variable beta,1e-06,100,40,0.029991572679267324,0.011505851147847357,0.5190348996533776
digits,Nesterov variable beta,variable beta,1e-06,100,60,0.0150651761388373,0.003576191378720922,0.3170403322454495
digits,Nesterov variable beta,variable beta,1e-06,100,80,0.008197157212405588,0.0009707640329107148,0.16714959966478582
digits,Nesterov variable beta,variable beta,1e-06,100,100,0.005433471369156855,0.00032426595256043744,0.08349970709260221
digits,Nesterov variable beta,variable beta,1e-06,100,120,0.004209658077783312,0.00022452335298192572,0.06821320812108735
digits,Nesterov variable beta,variable beta,1e-06,100,140,0.003546479359492687,0.00019938164362851007,0.07109087855425025
digits,Nesterov variable beta,variable beta,1e-06,100,160,0.0028168809880688437,0.0001366588004378666,0.06231527086268707
digits,Nesterov variable beta,variable beta,1e-06,100,180,0.002159148491381993,7.758994980455736e-05,0.04665246504318477
digits,Nesterov variable beta,variable beta,1e-06,100,200,0.001756201594805444,4.525314872441677e-05,0.03343752640649562
digits,Nesterov variable beta,variable beta,1e-06,100,220,0.0014484154532612712,3.289095981642842e-05,0.028792283413253867
digits,Nesterov variable beta,variable beta,1e-06,100,240,0.0013595451483786013,3.2339545483983656e-05,0.0294333913556474
digits,Nesterov variable beta,variable beta,1e-06,100,260,0.0012361773736016344,2.6898464944913325e-05,0.027109857543506363
digits,Nesterov variable beta,variable beta,1e-06,100,280,0.0009458088089466879,1.6056320661123058e-05,0.021396441717388397
digits,Nesterov variable beta,variable beta,1e-06,100,300,0.0008301804397016227,1.1650655347278382e-05,0.01774079049297783
digits,Nesterov variable beta,variable beta,1e-06,100,320,0.0008100332026272721,1.1215770800959701e-05,0.01717084690529945
digits,Nesterov variable beta,variable beta,1e-06,100,340,0.0007091555441134325,9.504973243951165e-06,0.01637268885114035
digits,Nesterov variable beta,variable beta,1e-06,100,360,0.0006335352840433812,7.535675118464091e-06,0.014669840624050018
digits,Nesterov variable beta,variable beta,1e-06,100,380,0.0005685940878386142,5.792163960599561e-06,0.012678167996412703
digits,Nesterov variable beta,variable beta,1e-06,100,400,0.0004946280488975702,4.5702928715141145e-06,0.011321668952661387
digits,Nesterov variable beta,variable beta,1e-06,100,420,0.0004769949534773936,4.272646418751469e-06,0.010904582088574899
digits,Nesterov variable beta,variable beta,1e-06,100,440,0.0004478949277319588,3.7774296885451086e-06,0.01029981670559242
digits,Nesterov variable beta,variable beta,1e-06,100,460,0.00038435421625532447,2.9009156186088347e-06,0.009214137303358008
digits,Nesterov variable beta,variable beta,1e-06,100,480,0.00035784328344977325,2.4409298931549195e-06,0.008447205000243261
digits,Nesterov variable beta,variable beta,1e-06,100,500,0.00033598665642112316,2.2471225757103586e-06,0.008085174775727951
digits,Nesterov variable beta,variable beta,1e-06,100,520,0.0003237123890607809,2.048297287199352e-06,0.007583815477661688
digits,Nesterov variable beta,variable beta,1e-06,100,540,0.0002903119023872004,1.5976927772165528e-06,0.006679056905374026
digits,Nesterov variable beta,variable beta,1e-06,100,560,0.00024720715349980693,1.2396793110935889e-06,0.006081508081764331
digits,Nesterov variable beta,variable beta,1e-06,100,580,0.00025491976770969393,1.2996659838337976e-06,0.006240915430473341
digits,Nesterov variable beta,variable beta,1e-06,100,600,0.0002477703535520731,1.2672039289285397e-06,0.0061818396902004686
digits,Nesterov variable beta,variable beta,1e-06,100,620,0.00021764434224403633,1.0057105940541877e-06,0.005471695339494042
digits,Nesterov variable beta,variable beta,1e-06,100,640,0.00020368584977511984,7.800962402437772e-07,0.00461513970662381
digits,Nesterov variable beta,variable beta,1e-06,100,660,0.0001810865421769974,6.401968618285903e-07,0.004273409234037039
digits,Nesterov variable beta,variable beta,1e-06,100,680,0.0001768529657572962,6.836116873132347e-07,0.004620029862361921
digits,Nesterov variable beta,variable beta,1e-06,100,700,0.00018817895487728022,7.485845926191725e-07,0.004807055549905268
digits,Nesterov variable beta,variable beta,1e-06,100,720,0.00016477573085426898,5.839762322878972e-07,0.004228934368998879
digits,Nesterov variable beta,variable beta,1e-06,100,740,0.00013979115236372868,3.9505535473494113e-07,0.003385436317010753
digits,Nesterov variable beta,variable beta,1e-06,100,760,0.0001362228311112033,3.639830080670592e-07,0.0031972797805812645
digits,Nesterov variable beta,variable beta,1e-06,100,780,0.00013964395319443466,4.1713119461328496e-07,0.0035401326153097165
digits,Nesterov variable beta,variable beta,1e-06,100,800,0.00013778654531951089,4.1940865577738684e-07,0.0036351099189869058
digits,Nesterov variable beta,variable beta,1e-06,100,820,0.00012254467730182062,3.3293855941640693e-07,0.0032614642142575973
digits,Nesterov variable beta,variable beta,1e-06,100,840,0.00010968839270122352,2.5370915646139025e-07,0.0027827365856750398
digits,Nesterov variable beta,variable beta,1e-06,100,860,0.00010744606932594875,2.3779636998400022e-07,0.0026320574144299883
digits,Nesterov variable beta,variable beta,1e-06,100,880,0.0001069999017588204,2.482833146300045e-07,0.0027231452230361258
digits,Nesterov variable beta,variable beta,1e-06,100,900,0.00010410812439201989,2.3820010797148683e-07,0.00271303393357051
digits,Nesterov variable beta,variable beta,1e-06,100,920,9.438543402218214e-05,1.9754144747752278e-07,0.0025148387881728327
digits,Nesterov variable beta,variable beta,1e-06,100,940,8.6267866338799e-05,1.682702387706403e-07,0.0023305431261124586
digits,Nesterov variable beta,variable beta,1e-06,100,960,8.826749130839248e-05,1.6918688630629397e-07,0.002276730062571242
digits,Nesterov variable beta,variable beta,1e-06,100,980,8.598569312343886e-05,1.5915399376176254e-07,0.002189898557382871
digits,Nesterov variable beta,variable beta,1e-06,100,1000,7.616824616311792e-05,1.3214769831182416e-07,0.0020343573404421533
digits,Nesterov variable beta,variable beta,1e-06,100,1020,7.419552016659724e-05,1.2301973278949774e-07,0.0019632832291290084
digits,Nesterov variable beta,variable beta,1e-06,100,1040,7.475885729991977e-05,1.2190931045208409e-07,0.0019505977805668489
digits,Nesterov variable beta,variable beta,1e-06,100,1060,6.878571381006595e-05,1.0967900537783848e-07,0.0018880026606402636
digits,Nesterov variable beta,variable beta,1e-06,100,1080,6.580190238947569e-05,1.0018779797449362e-07,0.0018012132019567138
digits,Nesterov variable beta,variable beta,1e-06,100,1100,6.498573178007033e-05,9.37862476568796e-08,0.0017039168137857788
digits,Nesterov variable beta,variable beta,1e-06,100,1120,6.0916465812930794e-05,8.237959314705279e-08,0.0015876427980794827
digits,Nesterov variable beta,variable beta,1e-06,100,1140,5.687989872184945e-05,7.317630118519602e-08,0.0015205277984413961
digits,Nesterov variable beta,variable beta,1e-06,100,1160,5.566378032435176e-05,7.270159729788617e-08,0.0015404118258716452
digits,Nesterov variable beta,variable beta,1e-06,100,1180,5.6592066100931616e-05,7.400752455311022e-08,0.001548133342564489
digits,Nesterov variable beta,variable beta,1e-06,100,1200,5.323160827711408e-05,6.474502195485954e-08,0.0014455522502884496
digits,Nesterov variable beta,variable beta,1e-06,100,1220,4.702528355977968e-05,5.242355097245799e-08,0.0013068643575374433
digits,Nesterov variable beta,variable beta,1e-06,100,1240,4.749932150322176e-05,5.153007590075198e-08,0.001269418527978944
digits,Nesterov variable beta,variable beta,1e-06,100,1260,4.8614003133087023e-05,5.2772113540155985e-08,0.0012762019689824377
digits,Nesterov variable beta,variable beta,1e-06,100,1280,4.429596259460647e-05,4.657063804036632e-08,0.0012350900373080168
digits,Nesterov variable beta,variable beta,1e-06,100,1300,4.153819127378055e-05,4.185645152698925e-08,0.0011928918003966968
digits,Nesterov variable beta,variable beta,1e-06,100,1320,4.2206432951083325e-05,4.1776546166882866e-08,0.0011762682442315647
digits,Nesterov variable beta,variable beta,1e-06,100,1340,4.089372924167457e-05,3.955474608963172e-08,0.0011292397439400569
digits,Nesterov variable beta,variable beta,1e-06,100,1360,3.857373274222595e-05,3.456062774853663e-08,0.0010405729772982643
digits,Nesterov variable beta,variable beta,1e-06,100,1380,3.635948304605214e-05,2.999117210134017e-08,0.0009698894149787594
digits,Nesterov variable beta,variable beta,1e-06,100,1400,3.459031075708865e-05,2.8651204020402332e-08,0.000977607057503237
digits,Nesterov variable beta,variable beta,1e-06,100,1420,3.531002395003991e-05,3.085010161218982e-08,0.0010292526282855363
digits,Nesterov variable beta,variable beta,1e-06,100,1440,3.5636105013182255e-05,3.0876390527678765e-08,0.0010173641521715759
digits,Nesterov variable beta,variable beta,1e-06,100,1460,3.276450248311139e-05,2.5303565187595467e-08,0.0009021494945558017
digits,Nesterov variable beta,variable beta,1e-06,100,1480,2.912892194597317e-05,1.9465175055133344e-08,0.0007809893521565948
digits,Nesterov variable beta,variable beta,1e-06,100,1500,2.86323200461653e-05,1.9351845931270262e-08,0.0007920828086919987
digits,Nesterov variable beta,variable beta,1e-06,100,1520,3.0493743745083117e-05,2.2924195958173854e-08,0.0008792014331533202
digits,Nesterov variable beta,variable beta,1e-06,100,1540,3.063901368462958e-05,2.3254971698305482e-08,0.0008896493038545834
digits,Nesterov variable beta,variable beta,1e-06,100,1560,2.747260002711925e-05,1.836383797804153e-08,0.0007877941576527899
digits,Nesterov variable beta,variable beta,1e-06,100,1580,2.41478323059938e-05,1.3946086341309893e-08,0.0006791615912650052
digits,Nesterov variable beta,variable beta,1e-06,100,1600,2.4739526352190665e-05,1.461059337404258e-08,0.0006868752297422574
digits,Nesterov variable beta,variable beta,1e-06,100,1620,2.660001737977322e-05,1.7054721551668095e-08,0.0007443115326308757
digits,Nesterov variable beta,variable beta,1e-06,100,1640,2.548714220728174e-05,1.6013228937294954e-08,0.000733833562390737
digits,Nesterov variable beta,variable beta,1e-06,100,1660,2.2330800358472007e-05,1.258837231676857e-08,0.0006640560591209052
digits,Nesterov variable beta,variable beta,1e-06,100,1680,2.1352483509689756e-05,1.129352661388694e-08,0.0006255813604147895
digits,Nesterov variable beta,variable beta,1e-06,100,1700,2.2501040117622654e-05,1.2339572724728853e-08,0.0006406956693093572
digits,Nesterov variable beta,variable beta,1e-06,100,1720,2.2534490038168164e-05,1.2480120437086129e-08,0.0006389517073254698
digits,Nesterov variable beta,variable beta,1e-06,100,1740,2.086511804420314e-05,1.0597640154319521e-08,0.0005897748874944028
digits,Nesterov variable beta,variable beta,1e-06,100,1760,1.8844655294426866e-05,8.694181763413411e-09,0.0005441887041042427
digits,Nesterov variable beta,variable beta,1e-06,100,1780,1.863882706335531e-05,8.896621189746767e-09,0.0005606140498538949
digits,Nesterov variable beta,variable beta,1e-06,100,1800,2.0088601519632743e-05,1.026842871842959e-08,0.0005961596084671362
digits,Nesterov variable beta,variable beta,1e-06,100,1820,1.988795234939271e-05,9.74217911897668e-09,0.0005713132731076462
digits,Nesterov variable beta,variable beta,1e-06,100,1840,1.705404205358575e-05,7.161093495966497e-09,0.0004888664500793782
digits,Nesterov variable beta,variable beta,1e-06,100,1860,1.5368697132670133e-05,5.948608244876752e-09,0.0004482861539864004
digits,Nesterov variable beta,variable beta,1e-06,100,1880,1.716575566555951e-05,7.272384583423275e-09,0.0004935371267944201
digits,Nesterov variable beta,variable beta,1e-06,100,1900,1.804116097294332e-05,8.099406312300772e-09,0.0005261922023393341
digits,Nesterov variable beta,variable beta,1e-06,100,1920,1.6015249846782608e-05,6.768514942967485e-09,0.0004936995543548903
digits,Nesterov variable beta,variable beta,1e-06,100,1940,1.4322269398500852e-05,5.422495535922778e-09,0.00044089884597460884
digits,Nesterov variable beta,variable beta,1e-06,100,1960,1.5018768644640928e-05,5.45646397509536e-09,0.00042287520481321686
digits,Nesterov variable beta,variable beta,1e-06,100,1980,1.5236179379544145e-05,5.6061082442937504e-09,0.0004248488771074531
digits,Nesterov variable beta,variable beta,1e-06,100,2000,1.4163734530247408e-05,5.153600157736804e-09,0.00042067142445761924
digits,Nesterov variable beta,variable beta,1e-06,100,2020,1.3556115292027753e-05,4.8246512340810455e-09,0.00041794316748605936
digits,Nesterov variable beta,variable beta,1e-06,100,2040,1.3629707175767295e-05,4.8493616899847325e-09,0.00041898334739893253
digits,Nesterov variable beta,variable beta,1e-06,100,2060,1.352332008167533e-05,4.748219400996234e-09,0.0004073693831021422
digits,Nesterov variable beta,variable beta,1e-06,100,2080,1.304777335192505e-05,4.24665563825144e-09,0.0003749312644021052
digits,Nesterov variable beta,variable beta,1e-06,100,2100,1.2100194451908794e-05,3.5578035240124706e-09,0.0003404536931697176
digits,Nesterov variable beta,variable beta,1e-06,100,2120,1.1379538879608895e-05,3.3233073792882095e-09,0.0003405024040587012
digits,Nesterov variable beta,variable beta,1e-06,100,2140,1.1892861003962477e-05,3.797640507618993e-09,0.0003725104378390215
digits,Nesterov variable beta,variable beta,1e-06,100,2160,1.2509439499748396e-05,4.135718739695093e-09,0.0003857643489822898
digits,Nesterov variable beta,variable beta,1e-06,100,2180,1.1708137833028584e-05,3.5215638738428368e-09,0.0003500600055418315
digits,Nesterov variable beta,variable beta,1e-06,100,2200,1.0063883857652156e-05,2.5486956156672846e-09,0.00029296045705364497
digits,Nesterov variable beta,variable beta,1e-06,100,2220,9.723337390082654e-06,2.3743179089485977e-09,0.00028209865730137115
digits,Nesterov variable beta,variable beta,1e-06,100,2240,1.0721145211577947e-05,2.9549016011820584e-09,0.00031988829561882185
digits,Nesterov variable beta,variable beta,1e-06,100,2260,1.1021863210263141e-05,3.2289655671480233e-09,0.00034076575724267745
digits,Nesterov variable beta,variable beta,1e-06,100,2280,1.0095007420455684e-05,2.7514677480855454e-09,0.0003181340629840246
digits,Nesterov variable beta,variable beta,1e-06,100,2300,9.016892967148277e-06,2.136397309060456e-09,0.00027720112096424007
digits,Nesterov variable beta,variable beta,1e-06,100,2320,8.920501280392322e-06,2.0164875602635135e-09,0.0002614640826481265
digits,Nesterov variable beta,variable beta,1e-06,100,2340,9.424271052441229e-06,2.2495739437911055e-09,0.00027434952719986483
digits,Nesterov variable beta,variable beta,1e-06,100,2360,9.374659733181307e-06,2.2903353102954327e-09,0.00028256382405801795
digits,Nesterov variable beta,variable beta,1e-06,100,2380,8.65486560255533e-06,2.031905949051449e-09,0.00027379146149526746
digits,Nesterov variable beta,variable beta,1e-06,100,2400,8.213091826344567e-06,1.8350472530404005e-09,0.0002620195903169742
digits,Nesterov variable beta,variable beta,1e-06,100,2420,8.356898845256163e-06,1.8412173452553304e-09,0.0002569296662683895
digits,Nesterov variable beta,variable beta,1e-06,100,2440,8.376366280439006e-06,1.820795125784258e-09,0.00025004851896355605
digits,Nesterov variable beta,variable beta,1e-06,100,2460,7.974378932971271e-06,1.637463997727906e-09,0.0002355960771423649
digits,Nesterov variable beta,variable beta,1e-06,100,2480,7.454703804711973e-06,1.4409015647309786e-09,0.00022480058590374833
digits,Nesterov variable beta,variable beta,1e-06,100,2500,7.2690484287285425e-06,1.4345456211817265e-09,0.00023090213412662252
digits,Nesterov variable beta,variable beta,1e-06,100,2520,7.56970394385807e-06,1.589069542617949e-09,0.00024395108240447158
digits,Nesterov variable beta,variable beta,1e-06,100,2540,7.746815904050248e-06,1.6040615224977017e-09,0.00024007661034437396
digits,Nesterov variable beta,variable beta,1e-06,100,2560,7.120440318705417e-06,1.3025696909974016e-09,0.00021184937340654278
digits,Nesterov variable beta,variable beta,1e-06,100,2580,6.170993596917128e-06,9.928595168240406e-10,0.00018536186053629
digits,Nesterov variable beta,variable beta,1e-06,100,2600,6.296787349667178e-06,1.0652980164671533e-09,0.00019508376961275672
digits,Nesterov variable beta,variable beta,1e-06,100,2620,7.073356571137573e-06,1.3367970341793267e-09,0.00021982504543766388
digits,Nesterov variable beta,variable beta,1e-06,100,2640,6.977563652906534e-06,1.3212909377724458e-09,0.00022088827139822562
digits,Nesterov variable beta,variable beta,1e-06,100,2660,6.030779825151878e-06,1.0188480059625249e-09,0.00019605026426234892
digits,Nesterov variable beta,variable beta,1e-06,100,2680,5.6013396268723055e-06,8.446481014612317e-10,0.00017428098406728812
digits,Nesterov variable beta,variable beta,1e-06,100,2700,6.010922245955445e-06,9.185436022907112e-10,0.00017598258455586488
digits,Nesterov variable beta,variable beta,1e-06,100,2720,6.146439393200837e-06,9.8710237206312e-10,0.00018498578619200834
digits,Nesterov variable beta,variable beta,1e-06,100,2740,5.757469792196224e-06,9.226815977925185e-10,0.00018560097059640597
digits,Nesterov variable beta,variable beta,1e-06,100,2760,5.455676651837417e-06,8.445619203989452e-10,0.00018082839787404945
digits,Nesterov variable beta,variable beta,1e-06,100,2780,5.493545961858193e-06,8.282294572392601e-10,0.00017593549263116378
digits,Nesterov variable beta,variable beta,1e-06,100,2800,5.501999578200572e-06,8.04825150968469e-10,0.0001685488537586026
digits,Nesterov variable beta,variable beta,1e-06,100,2820,5.25505645272132e-06,7.230600285179634e-10,0.00015752983353153254
digits,Nesterov variable beta,variable beta,1e-06,100,2840,4.924872887289235e-06,6.44250458536888e-10,0.0001510018716275426
digits,Nesterov variable beta,variable beta,1e-06,100,2860,4.851995306744776e-06,6.528056428756202e-10,0.00015663889868723928
digits,Nesterov variable beta,variable beta,1e-06,100,2880,5.054393950717378e-06,7.215263386761706e-10,0.00016625021256131504
